<DATE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>
08.11.2018;115760;115780;115680;115730
08.11.2018;115730;115870;115700;115850
08.11.2018;115870;116050;115840;116020
08.11.2018;116030;116100;115950;116070
08.11.2018;116050;116200;116040;116200
08.11.2018;116190;116200;116070;116140
08.11.2018;116130;116160;116080;116130
08.11.2018;116110;116150;116050;116070
08.11.2018;116070;116170;116040;116170
08.11.2018;116160;116310;116150;116310
08.11.2018;116310;116320;116240;116270
08.11.2018;116270;116300;116220;116250
08.11.2018;116240;116270;116200;116240
08.11.2018;116250;116270;116190;116220
08.11.2018;116210;116210;116140;116200
08.11.2018;116200;116210;116170;116210
08.11.2018;116200;116260;116140;116190
08.11.2018;116180;116210;116080;116080
08.11.2018;116090;116130;115910;115950
08.11.2018;115950;115970;115810;115830
08.11.2018;115820;115840;115580;115630
08.11.2018;115620;115670;115550;115640
08.11.2018;115640;115660;115580;115620
08.11.2018;115600;115610;115450;115500
08.11.2018;115500;115520;115450;115490
08.11.2018;115500;115600;115380;115580
08.11.2018;115560;115700;115500;115680
08.11.2018;115690;115710;115580;115590
08.11.2018;115580;115610;115480;115590
08.11.2018;115590;115590;115530;115570
08.11.2018;115560;115590;115540;115570
08.11.2018;115560;115560;115450;115450
08.11.2018;115460;115520;115430;115440
08.11.2018;115440;115600;115400;115580
08.11.2018;115560;115600;115500;115540
08.11.2018;115540;115550;115500;115530
08.11.2018;115530;115610;115510;115570
08.11.2018;115570;115610;115550;115580
08.11.2018;115580;115670;115540;115640
08.11.2018;115640;115770;115640;115720
08.11.2018;115730;115870;115700;115820
08.11.2018;115830;115840;115720;115780
08.11.2018;115790;115800;115650;115670
08.11.2018;115680;115690;115630;115670
08.11.2018;115680;115680;115610;115650
08.11.2018;115660;115670;115620;115650
08.11.2018;115640;115730;115630;115700
08.11.2018;115710;115740;115670;115690
08.11.2018;115680;115780;115660;115750
08.11.2018;115750;115790;115730;115730
08.11.2018;115730;115790;115720;115770
08.11.2018;115760;115790;115680;115690
08.11.2018;115700;115760;115680;115760
08.11.2018;115750;115790;115680;115780
08.11.2018;115780;115990;115780;115980
08.11.2018;115980;116020;115920;115950
08.11.2018;115940;116070;115920;116030
08.11.2018;116040;116060;116000;116050
08.11.2018;116050;116050;115990;115990
08.11.2018;116000;116020;115980;116000
08.11.2018;116000;116010;115960;115970
08.11.2018;115980;116010;115940;116000
08.11.2018;116000;116010;115970;115980
08.11.2018;115990;116120;115960;116090
08.11.2018;116090;116130;116060;116100
08.11.2018;116090;116220;116090;116170
08.11.2018;116150;116160;116070;116090
08.11.2018;116090;116100;116050;116080
08.11.2018;116080;116130;116070;116080
08.11.2018;116100;116100;116050;116070
08.11.2018;116070;116090;116040;116040
08.11.2018;116040;116100;116040;116050
08.11.2018;116050;116160;116050;116160
08.11.2018;116170;116200;116120;116120
08.11.2018;116120;116150;116060;116100
08.11.2018;116090;116140;116070;116080
08.11.2018;116080;116110;116050;116100
08.11.2018;116120;116180;116110;116170
08.11.2018;116180;116190;116120;116120
08.11.2018;116120;116150;116090;116090
08.11.2018;116090;116200;116080;116180
08.11.2018;116190;116450;116180;116310
08.11.2018;116320;116420;116290;116410
08.11.2018;116410;116440;116350;116360
08.11.2018;116370;116380;116320;116330
08.11.2018;116320;116380;116320;116370
08.11.2018;116370;116430;116360;116400
08.11.2018;116400;116430;116370;116380
08.11.2018;116390;116460;116350;116440
08.11.2018;116440;116560;116440;116450
08.11.2018;116460;116490;116430;116480
08.11.2018;116480;116530;116470;116500
08.11.2018;116500;116520;116450;116520
08.11.2018;116520;116520;116450;116490
08.11.2018;116500;116510;116480;116480
08.11.2018;116490;116550;116480;116490
08.11.2018;116500;116510;116440;116440
08.11.2018;116440;116500;116430;116490
08.11.2018;116480;116560;116470;116520
08.11.2018;116510;116530;116450;116500
08.11.2018;116510;116510;116430;116430
08.11.2018;116420;116440;116380;116400
08.11.2018;116400;116450;116350;116440
08.11.2018;116440;116450;116400;116400
08.11.2018;116390;116390;116340;116350
08.11.2018;116340;116390;116340;116380
08.11.2018;116390;116410;116340;116360
08.11.2018;116350;116400;116350;116380
08.11.2018;116380;116390;116350;116380
08.11.2018;116390;116440;116380;116410
08.11.2018;116400;116400;116350;116370
08.11.2018;116370;116390;116360;116390
08.11.2018;116400;116470;116390;116460
08.11.2018;116460;116460;116400;116420
08.11.2018;116400;116420;116340;116370
08.11.2018;116370;116400;116340;116340
08.11.2018;116340;116340;116140;116200
08.11.2018;116200;116210;116150;116180
08.11.2018;116180;116270;116180;116270
08.11.2018;116270;116280;116170;116220
08.11.2018;116220;116280;116190;116250
08.11.2018;116250;116260;116230;116260
08.11.2018;116260;116260;116190;116220
08.11.2018;116210;116260;116190;116230
08.11.2018;116230;116300;116230;116290
08.11.2018;116290;116310;116250;116300
08.11.2018;116300;116320;116280;116280
08.11.2018;116290;116310;116160;116160
08.11.2018;116170;116240;116160;116240
08.11.2018;116230;116280;116200;116260
08.11.2018;116260;116300;116260;116270
08.11.2018;116270;116300;116200;116220
08.11.2018;116210;116250;116200;116210
08.11.2018;116200;116230;116160;116230
08.11.2018;116230;116270;116210;116250
08.11.2018;116260;116260;116210;116210
08.11.2018;116210;116220;116170;116220
08.11.2018;116200;116260;116160;116260
08.11.2018;116260;116270;116210;116260
08.11.2018;116260;116270;116190;116210
08.11.2018;116210;116250;116180;116240
08.11.2018;116240;116250;116160;116200
08.11.2018;116210;116260;116180;116210
08.11.2018;116200;116200;116030;116070
08.11.2018;116060;116110;116040;116070
08.11.2018;116060;116070;115960;115970
08.11.2018;115980;116020;115950;116020
08.11.2018;116020;116060;115980;115980
08.11.2018;115990;116080;115980;116050
08.11.2018;116060;116100;116050;116090
08.11.2018;116100;116130;116050;116110
08.11.2018;116110;116120;115990;116000
08.11.2018;116010;116040;115910;115930
08.11.2018;115940;115960;115890;115940
08.11.2018;115930;115960;115890;115960
08.11.2018;115950;115980;115940;115950
08.11.2018;115940;115980;115940;115950
08.11.2018;115940;115980;115900;115970
08.11.2018;115960;116030;115920;116010
08.11.2018;116010;116020;115950;115950
08.11.2018;115950;115990;115920;115970
08.11.2018;115960;115970;115880;115940
08.11.2018;115950;115960;115860;115860
08.11.2018;115860;115910;115830;115870
08.11.2018;115870;115930;115860;115880
08.11.2018;115870;115900;115850;115880
08.11.2018;115880;115930;115850;115860
08.11.2018;115860;115870;115770;115780
08.11.2018;115770;115850;115760;115840
08.11.2018;115840;115850;115740;115780
08.11.2018;115770;115790;115730;115750
08.11.2018;115750;115790;115710;115770
08.11.2018;115770;115780;115650;115690
08.11.2018;115700;115710;115590;115650
08.11.2018;115640;115700;115620;115670
08.11.2018;115670;115710;115600;115630
08.11.2018;115640;115680;115480;115500
08.11.2018;115490;115520;115430;115490
08.11.2018;115490;115580;115470;115550
08.11.2018;115550;115640;115540;115610
08.11.2018;115600;115620;115590;115600
08.11.2018;115600;115600;115560;115590
08.11.2018;115570;115630;115550;115620
08.11.2018;115620;115690;115620;115630
08.11.2018;115630;115660;115630;115640
08.11.2018;115630;115640;115600;115630
08.11.2018;115630;115660;115590;115660
08.11.2018;115660;115730;115640;115720
08.11.2018;115730;115740;115670;115690
08.11.2018;115690;115690;115650;115680
08.11.2018;115680;115730;115670;115710
08.11.2018;115690;115720;115680;115720
08.11.2018;115730;115730;115670;115710
08.11.2018;115710;115760;115680;115680
08.11.2018;115680;115760;115680;115740
08.11.2018;115740;115740;115680;115690
08.11.2018;115690;115690;115640;115650
08.11.2018;115650;115700;115600;115680
08.11.2018;115680;115700;115610;115610
08.11.2018;115620;115640;115570;115580
08.11.2018;115590;115600;115570;115570
08.11.2018;115570;115580;115530;115560
08.11.2018;115560;115590;115540;115590
08.11.2018;115580;115590;115500;115510
08.11.2018;115510;115600;115510;115600
08.11.2018;115600;115620;115570;115600
08.11.2018;115590;115610;115550;115570
08.11.2018;115570;115600;115550;115600
08.11.2018;115600;115640;115590;115610
08.11.2018;115600;115640;115590;115590
08.11.2018;115580;115590;115550;115570
08.11.2018;115570;115600;115550;115550
08.11.2018;115550;115670;115540;115660
08.11.2018;115660;115690;115640;115640
08.11.2018;115630;115670;115630;115640
08.11.2018;115640;115680;115620;115650
08.11.2018;115650;115650;115540;115560
08.11.2018;115560;115590;115550;115550
08.11.2018;115550;115590;115500;115570
08.11.2018;115550;115600;115550;115590
08.11.2018;115590;115600;115540;115600
08.11.2018;115600;115740;115600;115730
08.11.2018;115720;115740;115670;115680
08.11.2018;115680;115680;115470;115510
08.11.2018;115510;115540;115500;115500
08.11.2018;115500;115590;115490;115590
08.11.2018;115590;115610;115570;115610
08.11.2018;115610;115630;115570;115610
08.11.2018;115610;115620;115530;115540
08.11.2018;115540;115540;115480;115500
08.11.2018;115500;115550;115500;115530
08.11.2018;115540;115550;115520;115520
08.11.2018;115530;115550;115510;115550
08.11.2018;115540;115580;115480;115480
08.11.2018;115480;115480;115270;115380
08.11.2018;115370;115380;115320;115320
08.11.2018;115320;115440;115320;115430
08.11.2018;115440;115450;115380;115440
08.11.2018;115440;115440;115410;115420
08.11.2018;115420;115440;115420;115430
08.11.2018;115430;115470;115420;115420
08.11.2018;115420;115460;115410;115410
08.11.2018;115410;115440;115370;115390
08.11.2018;115390;115430;115370;115390
08.11.2018;115390;115390;115270;115340
08.11.2018;115350;115360;115250;115280
08.11.2018;115280;115330;115260;115300
08.11.2018;115300;115300;115240;115270
08.11.2018;115270;115320;115270;115320
08.11.2018;115310;115330;115300;115320
08.11.2018;115330;115340;115300;115320
08.11.2018;115330;115350;115310;115340
08.11.2018;115340;115340;115280;115310
08.11.2018;115300;115330;115270;115310
08.11.2018;115320;115390;115310;115370
08.11.2018;115370;115410;115360;115380
08.11.2018;115370;115380;115280;115290
08.11.2018;115300;115360;115290;115340
08.11.2018;115330;115390;115320;115380
08.11.2018;115370;115430;115370;115410
08.11.2018;115400;115420;115370;115370
08.11.2018;115360;115370;115320;115330
08.11.2018;115320;115350;115210;115230
08.11.2018;115240;115260;115200;115240
08.11.2018;115240;115330;115200;115310
08.11.2018;115310;115330;115300;115320
08.11.2018;115310;115320;115280;115300
08.11.2018;115290;115290;115250;115270
08.11.2018;115260;115290;115200;115290
08.11.2018;115280;115300;115270;115300
08.11.2018;115290;115300;115200;115220
08.11.2018;115220;115290;115200;115290
08.11.2018;115300;115300;115220;115230
08.11.2018;115220;115240;115210;115210
08.11.2018;115220;115230;115050;115100
08.11.2018;115110;115140;115080;115090
08.11.2018;115100;115110;115070;115070
08.11.2018;115080;115140;115080;115120
08.11.2018;115110;115140;115060;115110
08.11.2018;115110;115120;115100;115100
08.11.2018;115110;115120;115070;115090
08.11.2018;115090;115110;115010;115010
08.11.2018;115020;115060;115010;115020
08.11.2018;115010;115080;115010;115080
08.11.2018;115080;115110;115060;115100
08.11.2018;115100;115110;115090;115110
08.11.2018;115120;115130;115070;115100
08.11.2018;115090;115130;115060;115060
08.11.2018;115080;115130;115040;115120
08.11.2018;115120;115190;115120;115170
08.11.2018;115170;115180;115130;115180
08.11.2018;115180;115200;115150;115200
08.11.2018;115180;115290;115170;115270
08.11.2018;115270;115370;115250;115370
08.11.2018;115360;115400;115320;115350
08.11.2018;115340;115370;115300;115320
08.11.2018;115320;115380;115320;115330
08.11.2018;115340;115390;115320;115390
08.11.2018;115370;115390;115310;115330
08.11.2018;115320;115330;115310;115320
08.11.2018;115320;115320;115280;115300
08.11.2018;115310;115350;115290;115330
08.11.2018;115320;115330;115300;115320
08.11.2018;115320;115320;115240;115250
08.11.2018;115240;115310;115230;115280
08.11.2018;115270;115290;115270;115280
08.11.2018;115280;115290;115270;115290
08.11.2018;115280;115320;115270;115280
08.11.2018;115270;115270;115220;115220
08.11.2018;115220;115240;115210;115240
08.11.2018;115230;115280;115230;115280
08.11.2018;115280;115280;115220;115240
08.11.2018;115230;115240;115210;115220
08.11.2018;115220;115250;115170;115230
08.11.2018;115230;115230;115150;115190
08.11.2018;115190;115250;115140;115230
08.11.2018;115220;115260;115210;115230
08.11.2018;115240;115250;115210;115220
08.11.2018;115210;115260;115170;115250
08.11.2018;115250;115250;115210;115250
08.11.2018;115260;115280;115220;115260
08.11.2018;115270;115290;115220;115240
08.11.2018;115230;115260;115230;115240
08.11.2018;115230;115250;115220;115230
08.11.2018;115220;115260;115220;115230
08.11.2018;115230;115280;115230;115270
08.11.2018;115260;115330;115260;115320
08.11.2018;115330;115370;115320;115340
08.11.2018;115330;115370;115310;115370
08.11.2018;115370;115390;115330;115350
08.11.2018;115330;115360;115320;115330
08.11.2018;115340;115350;115320;115340
08.11.2018;115330;115370;115310;115330
08.11.2018;115330;115350;115290;115300
08.11.2018;115300;115320;115250;115250
08.11.2018;115250;115260;115190;115240
08.11.2018;115230;115260;115200;115250
08.11.2018;115240;115270;115230;115250
08.11.2018;115250;115310;115230;115310
08.11.2018;115320;115340;115290;115320
08.11.2018;115320;115320;115280;115280
08.11.2018;115290;115310;115260;115310
08.11.2018;115290;115350;115290;115300
08.11.2018;115300;115350;115290;115310
08.11.2018;115310;115330;115300;115310
08.11.2018;115310;115340;115310;115310
08.11.2018;115320;115330;115310;115320
08.11.2018;115310;115340;115290;115310
08.11.2018;115310;115320;115260;115280
08.11.2018;115270;115290;115250;115260
08.11.2018;115270;115280;115240;115250
08.11.2018;115250;115260;115210;115210
08.11.2018;115220;115220;115170;115190
08.11.2018;115200;115260;115180;115250
08.11.2018;115260;115280;115250;115280
08.11.2018;115270;115280;115240;115260
08.11.2018;115270;115320;115270;115310
08.11.2018;115310;115320;115220;115240
08.11.2018;115240;115310;115220;115290
08.11.2018;115290;115330;115270;115300
08.11.2018;115300;115330;115290;115290
08.11.2018;115300;115310;115250;115250
08.11.2018;115250;115280;115240;115280
08.11.2018;115260;115290;115260;115270
08.11.2018;115280;115280;115240;115240
08.11.2018;115250;115250;115210;115210
08.11.2018;115220;115260;115200;115240
08.11.2018;115230;115290;115230;115280
08.11.2018;115290;115290;115230;115270
08.11.2018;115260;115320;115260;115300
08.11.2018;115300;115330;115290;115300
08.11.2018;115310;115330;115270;115330
08.11.2018;115330;115340;115290;115300
08.11.2018;115290;115310;115270;115290
08.11.2018;115290;115300;115250;115260
08.11.2018;115270;115280;115230;115230
08.11.2018;115230;115260;115230;115260
08.11.2018;115250;115270;115230;115270
08.11.2018;115270;115300;115240;115290
08.11.2018;115290;115300;115230;115230
08.11.2018;115230;115250;115230;115250
08.11.2018;115250;115250;115210;115230
08.11.2018;115220;115230;115200;115200
08.11.2018;115200;115250;115180;115250
08.11.2018;115250;115280;115200;115220
08.11.2018;115220;115220;115100;115130
08.11.2018;115120;115170;115120;115150
08.11.2018;115150;115200;115130;115170
08.11.2018;115160;115190;115160;115180
08.11.2018;115190;115210;115160;115160
